ID,Title,StudyArea,WMU,Method,TelemFixRate,TelemType,SurveyType,Strata,DataCollected,Scale,Grain,Extent,Season,StartMonth,EndMonth,StartYear,EndYear,Duration,Species,Multi,Individuals,SampleUnit,SampleSize,Predictor,PredictorInteraction,PredictorType,Response,ResponseType,MetricNum,DensityUnit,MetricText,SE,CILevel,CIL,CIU,RangeL,RangeU,Comments,
351,WMU 519 Aerial Moose (Alces alces) Survey February 2008,WMU 519,519,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,7506,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,14,,,,Density,ratio,0.15,km2,,0,90,0.1005,0.1995,0,0,CIs calculated as 33% of metric (From report),
352,WMU 519 Aerial Moose (Alces alces) Survey February 2008,WMU 519,519,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,7506,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,14,,,,Abundance,,1107,,,0,90,1038,1176,0,0,,
353,WMU 519 Aerial Moose (Alces alces) Survey February 2008,WMU 519,519,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,7506,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,14,,,,CalfCow,ratio,,,35:100,0,,,,0,0,,
354,WMU 519 Aerial Moose (Alces alces) Survey February 2008,WMU 519,519,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,7506,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,14,,,,MaleFemale,ratio,,,36:100,0,,,,0,0,,
355,WMU 530 South Portion Aerial Moose ( Alces alces ) Survey February 2010,WMU 530,530,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,11320,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,17,,,,Density,ratio,0.11,km2,,0,90,0.0649,0.1551,0,0,CIs calculated as 33% of metric (From report),
356,WMU 530 South Portion Aerial Moose ( Alces alces ) Survey February 2010,WMU 530,530,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,11320,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,17,,,,Abundance,,1211,,,0,90,710,1702,0,0,,
357,WMU 530 South Portion Aerial Moose ( Alces alces ) Survey February 2010,WMU 530,530,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,11320,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,17,,,,MaleFemale,ratio,,,85:100,0,,,,0,0,,
358,WMU 530 South Portion Aerial Moose ( Alces alces ) Survey February 2010,WMU 530,530,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.85,11320,Winter,Jan,Feb,2010,2010,0,Moose,FALSE,TRUE,Quadrats,17,,,,CalfCow,ratio,,,65:100,0,,,,0,0,,
359,WMU 531 Aerial Moose ( Alces alces ) Survey February 2009,WMU 531,531,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.92,17000,Winter,March,March,2009,2009,0,Moose,FALSE,TRUE,Quadrats,17,,,,Density,ratio,0.04,,,0,90,0.03144,0.04856,0,0,CIs calculated as 33% of metric (From report),
360,WMU 531 Aerial Moose ( Alces alces ) Survey February 2009,WMU 531,531,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.92,17000,Winter,March,March,2009,2009,0,Moose,FALSE,TRUE,Quadrats,17,,,,Abundance,,662,,,0,90,521,803,0,0,,
361,WMU 531 Aerial Moose ( Alces alces ) Survey February 2009,WMU 531,531,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.92,17000,Winter,March,March,2009,2009,0,Moose,FALSE,TRUE,Quadrats,17,,,,CalfCow,ratio,,,32:100,0,,,,0,0,,
362,WMU 531 Aerial Moose ( Alces alces ) Survey February 2009,WMU 531,531,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.92,17000,Winter,March,March,2009,2009,0,Moose,FALSE,TRUE,Quadrats,17,,,,MaleFemale,ratio,,,50:100,0,,,,0,0,,
363,WMU 518 Aerial Moose ( Alces alces ) Survey February 2013,WMU 518,518,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.782,11860,Winter,Feb,Feb,2013,2013,0,Moose,FALSE,TRUE,Quadrats,19,,,,Density,ratio,0.07,km2,,0,90,0.04928,0.09072,0,0,CIs calculated as 29..6% of metric (From report),
364,WMU 518 Aerial Moose ( Alces alces ) Survey February 2013,WMU 518,518,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.782,11860,Winter,Feb,Feb,2013,2013,0,Moose,FALSE,TRUE,Quadrats,19,,,,Abundance,,856,,,,90,606,1112,0,0,,
365,WMU 518 Aerial Moose ( Alces alces ) Survey February 2013,WMU 518,518,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.782,11860,Winter,Feb,Feb,2013,2013,0,Moose,FALSE,TRUE,Quadrats,19,,,,CalfCow,ratio,,,64:100,,,,,0,0,,
366,WMU 518 Aerial Moose ( Alces alces ) Survey February 2013,WMU 518,518,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.782,11860,Winter,Feb,Feb,2013,2013,0,Moose,FALSE,TRUE,Quadrats,19,,,,MaleFemale,ratio,,,91:100,,,,,0,0,,
367,2009 WMU 529 Moose,WMU 529,529,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.928,4400,Winter,Feb,Feb,2009,2009,0,Moose,FALSE,TRUE,Quadrats,14,,,,Density,ratio,0.04,,,0,90,0.02928,0.05072,0,0,,
368,2009 WMU 529 Moose,WMU 529,529,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.928,4400,Winter,Feb,Feb,2009,2009,0,Moose,FALSE,TRUE,Quadrats,14,,,,Abundance,,157,,,0,90,115,199,0,0,,
369,2009 WMU 529 Moose,WMU 529,529,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.928,4400,Winter,Feb,Feb,2009,2009,0,Moose,TRUE,FALSE,Quadrats,14,,,,CalfCow,ratio,,,87:100,0,,,,0,0,,
370,2009 WMU 529 Moose,WMU 529,529,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,6.928,4400,Winter,Feb,Feb,2009,2009,0,Moose,FALSE,TRUE,Quadrats,14,,,,MaleFemale,ratio,,,60:100,0,,,,0,0,,
371,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,FALSE,TRUE,,4,Seismic,Resdient,Category,Use,proportion,0.0067,,,,0,0,0,0,0,,
372,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,Pipeline,Resdient,Category,Use,proportion,0.0055,,,,0,0,0,0,0,,
373,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,Trails,Resdient,Category,Use,proportion,0.0027,,,,0,0,0,0,0,,
374,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,TransmissionLine,Resdient,Category,Use,proportion,0.0007,,,,0,0,0,0,0,,
375,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,River,Resdient,Category,Use,proportion,0.019,,,,0,0,0,0,0,,
376,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,Road,Resdient,Category,Use,proportion,0.0001,,,,0,0,0,0,0,,
377,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,Seismic,Disperser,Category,Use,proportion,0.0027,,,,0,0,0,0,0,,
378,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,Pipeline,Disperser,Category,Use,proportion,0.0014,,,,0,0,0,0,0,,
379,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,Trails,Disperser,Category,Use,proportion,0.0041,,,,0,0,0,0,0,,
380,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,TransmissionLine,Disperser,Category,Use,proportion,0.0022,,,,0,0,0,0,0,,
381,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,River,Disperser,Category,Use,proportion,0.0041,,,,0,0,0,0,0,,
382,"Wildlife Habitat Effectiveness and Connectivity Research Program, Final Report",Athabasca Oil Sands Region,518;530;531,Telemetry,"10,15,30 min",,,,,Population,0,,,,,2012,2014,0,Wolf,TRUE,TRUE,,4,Road,Disperser,Category,Use,proportion,0,,,,0,0,0,0,0,,
383,Aerial Ungulate Survey (2016) Moose in WMU 531,WMU 531,531,CensusFlights,,,,Transects,Distance,StudyArea,0,17000,,,,2015,2015,0,Moose,FALSE,TRUE,Groups,97,,,,Density,ratio,0.07,km2,,0,90,0.05,0.09,0,0,,
384,Aerial Ungulate Survey (2016) Moose in WMU 531,WMU 531,531,CensusFlights,,,,Transects,ArealObs,StudyArea,0,17000,,,,2015,2015,0,Moose,FALSE,TRUE,Individual,97,,,,MaleFemale,ratio,0.97,,,0,,,,0,0,,
385,Aerial Ungulate Survey (2016) Moose in WMU 531,WMU 531,531,CensusFlights,,,,Transects,ArealObs,StudyArea,0,17000,,,,2015,2015,0,Moose,FALSE,TRUE,Individual,97,,,,CalfCow,ratio,0.35,,,0,,,,0,0,,
386,Aerial Ungulate Survey (2016) Moose in WMU 531,WMU 531,531,CensusFlights,,,,Transects,Distance,StudyArea,0,17000,,,,2015,2015,0,Moose,FALSE,TRUE,Individual,97,,,,Abundance,ratio,1133,,,0,,867,1481,0,0,,
387,Wolf-Moose Spatial Dynamics in Alberta's Athabasca Oil Sands,AOSR,518;519;530;531,Telemetry,3hr,GPS,,,,Population,0,2967,Winter,October,March,2010,2012,0,Moose,TRUE,TRUE,Individual,25,MineDist,,Continuous,Selection,direction,0,,Select,0,0,0,0,0,0,,
389,Wolf-Moose Spatial Dynamics in Alberta's Athabasca Oil Sands,AOSR,518;519;530;531,Telemetry,3hr,GPS,,,,Population,0,2967,Winter,October,March,2010,2012,0,Moose,TRUE,TRUE,,25,RiverDist,,Continuous,Selection,direction,0,,Avoid,0,0,0,0,0,0,,
390,Wolf-Moose Spatial Dynamics in Alberta's Athabasca Oil Sands,AOSR,518;519;530;531,Telemetry,3hr,GPS,,,,Population,0,2967,Winter,October,March,2012,2014,0,Wolf,TRUE,TRUE,,28,RiverDist,,Continuous,Selection,direction,0,,Select,0,0,0,0,0,0,,
392,Wolf-Moose Spatial Dynamics in Alberta's Athabasca Oil Sands,AOSR,518;519;530;531,Telemetry,3hr,GPS,,,,Population,0,2967,Winter,October,March,2012,2014,0,Wolf,TRUE,TRUE,,28,FacilitiesDist,,Continuous,Selection,direction,0,,Select,0,0,0,0,0,0,,
393,Wolf-Moose Spatial Dynamics in Alberta's Athabasca Oil Sands,AOSR,518;519;530;531,Telemetry,3hr,GPS,,,,Population,0,2967,Winter,October,March,2010,2012,0,Moose,TRUE,TRUE,,25,FacilitiesDist,,Continuous,Selection,direction,0,,Select,0,0,0,0,0,0,,
394,Human disturbance alters the predation rate of moose in the Athabasca oil sands,AOSR,518;519;530;531,Telemetry,Various,GPS,,,,Population,0,8122,Winter,October,March,2012,2014,0,Wolf,TRUE,FALSE,,129,MineDist,MooseDensity,Continuous,Selection,beta,0.4245,,,0.1146,0,0,0,0,0,,
395,Human disturbance alters the predation rate of moose in the Athabasca oil sands,AOSR,518;519;530;531,Telemetry,Various,GPS,,,,Population,0,8122,Winter,October,March,2012,2014,0,Wolf,TRUE,FALSE,,129,MineDist,,Continuous,Selection,beta,0.5683,,,0.1197,0,0,0,0,0,,
396,Human disturbance alters the predation rate of moose in the Athabasca oil sands,AOSR,518;519;530;531,Telemetry,Various,GPS,,,,Population,0,8122,Winter,October,March,2012,2014,0,Wolf,TRUE,FALSE,,129,RiverDist,MooseDensity,Continuous,Selection,beta,0.2664,,,0.1208,0,0,0,0,0,,
397,Human disturbance alters the predation rate of moose in the Athabasca oil sands,AOSR,518;519;530;531,Telemetry,Various,GPS,,,,Population,0,8122,Winter,October,March,2012,2014,0,Wolf,TRUE,FALSE,,129,RiverDist,,Continuous,Selection,beta,0.442,,,0.1051,0,0,0,0,0,,
398,Helminths in moose of Alberta,Western Alberta,,Ground,,,,Opportunistic,Necropsy,StudyArea,0,0,Fall;Winter,,,1970,1972,0,Moose,FALSE,TRUE,,150,,,,InfectedHelminths,proportion,0.24,,,0.67,0,0,0,0,0,Sample size is from all northern and wester regions,
399,Helminths in moose of Alberta,Cypress Hills,,Ground,,,,Opportunistic,Necropsy,StudyArea,0,0,,February,February,1970,1970,0,Moose,FALSE,TRUE,,24,,,,InfectedHelminths,proportion,0.2,,,0.15,0,0,0,0,0,Sample size is from all northern and wester regions,
400,Helminths in moose of Alberta,Elk Island,,Ground,,,,Opportunistic,Necropsy,StudyArea,0,0,Fall;Winter,,,1970,1972,0,Moose,FALSE,TRUE,,41,,,,InfectedHelminths,proportion,0.36,,,0.19,0,0,0,0,0,Sample size is from all northern and wester regions,
401,"Dynamics of Moose Populations near Rochester, Alberta, 1975-1978",Rochester,506;510,CensusFlights,10days,Radio,,Search;Transects,,StudyArea,0,287,Winter,,,1975,1978,0,,FALSE,FALSE,,0,,,,Density,ratio,0.68,km2,,0,0,0,0,0,0,,
402,"Dynamics of Moose Populations near Rochester, Alberta, 1975-1978",Rochester,506;510,Capture,,,,Opportunistic,,StudyArea,0,287,,,,1975,1978,0,,FALSE,FALSE,,0,,,,AdultsORYearlings,proportion,0.61,,,0,0,0,0,0,0,,
403,"Dynamics of Moose Populations near Rochester, Alberta, 1975-1978",Rochester,506;510,Capture,,,,Opportunistic,,StudyArea,0,287,,,,1975,1978,0,,FALSE,FALSE,,0,,,,MaleFemale,ratio,,,25:75,0,0,0,0,0,0,,
405,"Dynamics of Moose Populations near Rochester, Alberta, 1975-1978",Rochester,506;510,Telemetry,,Radio,,Search;Transects,,StudyArea,0,287,,,,1975,1978,0,,FALSE,FALSE,,59,Sex,Male,Category,SeasonalOverlap,direction,0,,Decreased,0,0,0,0,0,0,,
406,"Dynamics of Moose Populations near Rochester, Alberta, 1975-1978",Rochester,506;510,Telemetry,10days,Radio,,Search;Transects,,StudyArea,0,287,,,,1975,1978,0,,FALSE,FALSE,,59,,,,AdultSurvival,proportion,0.84,,,0,0,0,0,0,0,,
407,"Dynamics of Moose Populations near Rochester, Alberta, 1975-1978",Rochester,506;510,Telemetry,10days,Radio,,Search;Transects,,StudyArea,0,287,,,,1975,1978,0,,FALSE,FALSE,,59,,,,CalfSurvival,,0.67,,,0,0,0,0,0,0,,
408,"Dynamics of Moose Populations near Rochester, Alberta, 1975-1978",Rochester,506;510,Telemetry,10days,Radio,,Search,ArealObs,Population,0,287,Winter,,,1975,1978,0,Moose,FALSE,TRUE,Individual,59,DisturbanceGeneral,,Continuous,Selection,direction,0,,Avoid,0,0,0,0,0,0,,
410,"Influence of Nordic Skiiing on Distribution of Moose and Elk in Elk Island National Park, Alberta",Elk Island National Park,,CensusFlights,,,,Transects,ArealCount,StudyArea,0,195,Winter,November,March,1971,1978,0,Moose,TRUE,FALSE,Individual,0,Trails,500m,Category,Use,proportion,0,,NoEffect,0,0,0,0,0,0,,
411,"Influence of Nordic Skiiing on Distribution of Moose and Elk in Elk Island National Park, Alberta",Elk Island National Park,,CensusFlights,,,,Transects,ArealCount,StudyArea,0,195,Winter,November,March,1971,1978,0,Elk,TRUE,FALSE,Individual,0,Trails,500m,Category,Use,proportion,0,,NoEffect,0,0,0,0,0,0,,
412,"Influence of Nordic Skiiing on Distribution of Moose and Elk in Elk Island National Park, Alberta",Elk Island National Park,,Ground,,,,StratifiedRandomQuadrats,ArealCount,StudyArea,0.08,195,Winter,November,March,1971,1978,0,Moose,TRUE,FALSE,Scat,0,LowUseTrails,500m,Category,Density,direction,0,,Increased,0,0,0,0,0,0,Grain calcualted from quadrat dimension,
413,"Influence of Nordic Skiiing on Distribution of Moose and Elk in Elk Island National Park, Alberta",Elk Island National Park,,Ground,,,,StratifiedRandomQuadrats,ArealCount,StudyArea,0.08,195,Winter,November,March,1971,1978,0,Moose,TRUE,FALSE,Scat,0,HighUseTrails,500m,Category,Density,direction,0,,Decreased,0,0,0,0,0,0,Grain calcualted from quadrat dimension,
414,"Influence of Nordic Skiiing on Distribution of Moose and Elk in Elk Island National Park, Alberta",Elk Island National Park,,Ground,,,,StratifiedRandomQuadrats,ArealCount,StudyArea,0.08,195,Winter,November,March,1971,1978,0,Elk,TRUE,FALSE,Scat,0,LowUseTrails,500m,Category,Density,direction,0,,Decreased,0,0,0,0,0,0,Grain calcualted from quadrat dimension,
415,"Influence of Nordic Skiiing on Distribution of Moose and Elk in Elk Island National Park, Alberta",Elk Island National Park,,Ground,,,,StratifiedRandomQuadrats,ArealCount,StudyArea,0.08,195,Winter,November,March,1971,1978,0,Elk,TRUE,FALSE,Scat,0,HighUseTrails,500m,Category,Density,direction,0,,Increased,0,0,0,0,0,0,Grain calcualted from quadrat dimension,
416,"Polycyclic aromatic hydrocarbons in caribou, moose, and Wolf scat samples from three areas of the Alberta oil sands",ESAR,,Ground,,,,StratifiedRandomQuadrats,Scat,StudyArea,0,2500,Winter,December,March,2008,2009,0,Caribou,TRUE,FALSE,Scat,62,Area,Burned,Category,HydroCarbon,direction,0,,Increased,0,0,0,0,0,0,,
417,"Polycyclic aromatic hydrocarbons in caribou, moose, and Wolf scat samples from three areas of the Alberta oil sands",ESAR,,Ground,,,,StratifiedRandomQuadrats,Scat,StudyArea,0,2500,Winter,December,March,2008,2009,0,Moose,TRUE,FALSE,Scat,69,Area,HighOilGas,Category,HydroCarbon,direction,0,,Increased,0,0,0,0,0,0,,
421,"Polycyclic aromatic hydrocarbons in caribou, moose, and Wolf scat samples from three areas of the Alberta oil sands",ESAR,,Ground,,,,StratifiedRandomQuadrats,Scat,StudyArea,0,2500,Winter,December,March,2008,2009,0,Wolf,TRUE,FALSE,Scat,29,Area,HighOilGas,Category,HydroCarbon,direction,0,,Increased,0,0,0,0,0,0,,
432,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,Transect,53,,,,Density,ratio,0.156,km2,,0,90,0.132,0.179,0,0,,
433,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,Distance,StudyArea,,2664,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,Transect,53,,,,Density,ratio,0.165,km2,,0,90,0.14,0.193,0,0,,
434,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,Transect,53,,,,Abundance,,414,km2,,0,90,351,478,0,0,,
435,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,Distance,StudyArea,,2664,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,Transect,53,,,,Abundance,,438,km2,,0,90,374,513,0,0,,
436,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,WMU,,,,,CalfCow,ratio,,,88:138,0,,,,0,0,,
437,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,WMU,,,,,MaleFemale,ratio,,,61:138,0,,,,0,0,,
438,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,WTD,TRUE,FALSE,Transect,53,,,,Density,ratio,1.176,km2,,0,90,0.991,1.36,0,0,,
439,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,Distance,StudyArea,,2664,Winter,January,January,2016,2016,,WTD,TRUE,FALSE,Transect,53,,,,Density,ratio,1.33,km2,,0,90,1.075,1.645,0,0,,
440,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,WTD,TRUE,FALSE,Transect,53,,,,Abundance,,3132,km2,,0,90,2639,4383,0,0,,
441,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,Distance,StudyArea,,2664,Winter,January,January,2016,2016,,WTD,TRUE,FALSE,Transect,53,,,,Abundance,,3544,km2,,0,90,2865,4383,0,0,,
442,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,WTD,TRUE,FALSE,WMU,,,,,CalfCow,ratio,,,409:639,0,,,,0,0,,
443,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,WTD,TRUE,FALSE,WMU,,,,,MaleFemale,ratio,,,232:639,0,,,,0,0,,
446,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,MuleDeer,TRUE,FALSE,WMU,,,,,CalfCow,ratio,,,133:294,0,,,,0,0,,
447,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,MuleDeer,TRUE,FALSE,WMU,,,,,MaleFemale,ratio,,,158:294,0,,,,0,0,,
448,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,MuleDeer,TRUE,FALSE,Transect,53,,,,Density,ratio,0.444,km2,,0,90,0.364,0.525,0,0,,
449,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,1999,1999,,Moose,FALSE,FALSE,,,,,,CalfCow,ratio,,,113:100,0,,,,0,0,,
450,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,1999,1999,,Moose,FALSE,FALSE,,,,,,MaleFemale,ratio,,,88:100,0,,,,0,0,,
452,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2002,2002,,Moose,FALSE,FALSE,,,,,,CalfCow,ratio,,,3:04,0,,,,0,0,,
453,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2002,2002,,Moose,FALSE,FALSE,,,,,,MaleFemale,ratio,,,1:04,0,,,,0,0,,
454,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2008,2008,,Moose,FALSE,FALSE,,,,,,CalfCow,ratio,,,59:100,0,,,,0,0,,
455,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2008,2008,,Moose,FALSE,FALSE,,,,,,MaleFemale,ratio,,,29:100,0,,,,0,0,,
456,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,StripTransect,Transects,ArealCount,StudyArea,,2664,Winter,January,January,2003,2003,,Moose,FALSE,FALSE,Transect,,,,,Abundance,,372,,,0,90,,,0,0,,
457,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,StratifiedRandomQuadrats;Transects,ArealCount,StudyArea,,2664,Winter,January,January,2005,2005,,Moose,FALSE,FALSE,Quadrats,,,,,Abundance,,226,,,0,90,137,315,0,0,,
464,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,ArealObs,StudyArea,,2664,Winter,January,January,2016,2016,,MuleDeer,TRUE,FALSE,Transect,53,,,,Abundance,,1183,,,0,90,969,1398,0,0,,
465,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,Distance,StudyArea,,2664,Winter,January,January,2016,2016,,MuleDeer,FALSE,FALSE,Transect,53,,,,Density,ratio,0.462,km2,,0,90,0.369,0.578,0,0,,
466,"Wildlife Management Unit 258 Aerial Ungulate Survey (2016)
Andrew",,258,CensusFlights,,,,Transects,Distance,StudyArea,,2664,Winter,January,January,2016,2016,,MuleDeer,FALSE,FALSE,Transect,53,,,,Abundance,,1230,,,0,90,983,1540,0,0,,
473,"Aerial Ungulate Survey ( 2016 ) Moose , White-tailed Deer and Mule Deer in Wildlife Management Unit 500",,500,CensusFlights,,,,Transects,ArealObs,StudyArea,0,2964,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,WMU,,,,,CalfCow,ratio,0,,70:100,0,0,0,0,0,0,,
474,"Aerial Ungulate Survey ( 2016 ) Moose , White-tailed Deer and Mule Deer in Wildlife Management Unit 500",,500,CensusFlights,,,,Transects,ArealObs,StudyArea,0,2964,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,WMU,,,,,MaleFemale,ratio,0,,72:100,0,0,0,0,0,0,,
475,"Aerial Ungulate Survey ( 2016 ) Moose , White-tailed Deer and Mule Deer in Wildlife Management Unit 500",,500,CensusFlights,,,,Transects,Distance,StudyArea,0,2964,Winter,January,January,2016,2016,,Moose,TRUE,FALSE,Transect,160,,,,Density,ratio,0.32,km2,,0,90,0.26,0.4,0,0,,
